Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,2.7,141000,55000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,166616,135000
H6,Dammam,HAVAL,Automatic,Saudi,Standard,2020,2.0,20000,57000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,44000,64000
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2014,6.2,118000,100000
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2016,3.0,91747,66500
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2017,5.0,150000,115000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2015,5.7,105000,213000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,127000,43000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,65700,32000
Echo Sport,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2020,2.0,2400,55000
Silverado,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,110000,107000
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,358000,55000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.6,73000,48500
A8,Riyadh,Audi,Automatic,Other,Full,2013,4.0,100000,108000
Caprice,Abha,Chevrolet,Automatic,Other,Standard,2013,6.0,215,42000
Senta fe,Jazan,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,122,45000
H2,Qassim,HAVAL,Automatic,Saudi,Full,2020,1.5,15000,49000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,27000,418000
Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2020,3.6,27150,165000
CT-S,Al-Medina,Cadillac,Automatic,Saudi,Semi Full,2013,3.8,137000,45000
Mustang,Dammam,Ford,Automatic,Other,Full,2018,2.3,81000,119000
B50,Yanbu,FAW,Automatic,Other,Semi Full,2016,1.8,125000,20000
Charger,Taef,Dodge,Automatic,Saudi,Semi Full,2018,1.6,5000,125000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.0,113000,105000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2014,2.5,220,46000
6,Riyadh,MG,Automatic,Gulf Arabic,Full,2014,1.8,79000,23000
Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.4,101000,21000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,5.3,350000,55000
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,129000,74000
Bus Urvan,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,106000,65000
Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,65000
Durango,Al-Namas,Dodge,Automatic,Saudi,Semi Full,2014,3.6,244000,52000
Sonata,Al-Medina,Hyundai,Automatic,Saudi,Full,2018,2.4,97000,65000
Malibu,Khobar,Chevrolet,Automatic,Saudi,Full,2015,2.4,175500,32000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.0,74000,60000
Carnival,Riyadh,Kia,Automatic,Other,Standard,2014,6.0,259066,40000
Land Cruiser,Tabouk,Toyota,Manual,Saudi,Full,1997,4.5,708000,25000
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,75335,78000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,123291,29500
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,860000,77000
Pajero,Jubail,Mitsubishi,Automatic,Saudi,Semi Full,2011,6.0,140000,38000
Rio,Al-Ahsa,Kia,Automatic,Other,Standard,2014,1.4,196,18000
Elantra,Makkah,Hyundai,Automatic,Saudi,Standard,2012,1.8,222000,17500
Yukon,Al-Baha,GMC,Automatic,Saudi,Standard,2013,3.5,157000,72000
Sonata,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,130,40000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,99104,26800
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,1.4,13400,65000
Odyssey,Dammam,Honda,Automatic,Other,Standard,2009,3.5,200000,38000
Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,243000,50000
Durango,Tabouk,Dodge,Automatic,Other,Full,2013,5.7,275000,40000
Accord,Dammam,Honda,Automatic,Saudi,Full,2009,2.4,159000,36000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,28000,54000
Datsun,Riyadh,Nissan,Manual,Other,Full,2014,2.0,240000,30000
The 7,Jeddah,BMW,Automatic,Saudi,Semi Full,2012,2.0,197000,50000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,142000,53000
CS75,Jeddah,Changan,Automatic,Saudi,Standard,2021,1.6,8000,62000
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,46000
Delta,Najran,Daihatsu,Automatic,Gulf Arabic,Full,1990,3.7,15800,50000
Genesis,Riyadh,Hyundai,Automatic,Other,Standard,2017,3.8,128000,83000
Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,2011,4.5,301515,26000
H2,Khobar,HAVAL,Automatic,Saudi,Full,2021,1.5,6000,57900
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,22500
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,39500
X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,119000,51000
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,2.4,268000,58000
Escalade,Qassim,Cadillac,Automatic,Other,Semi Full,2007,6.2,476000,18000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,81500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2012,1.0,448000,109000
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,44000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,129356,140000
RC,Dammam,Lexus,Automatic,Other,Full,2019,3.6,42000,215000
6,Dammam,Mazda,Automatic,Saudi,Standard,2006,1.6,288000,11000
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,4200,599000
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2010,5.4,230,35000
Doblo,Riyadh,Fiat,Manual,Saudi,Standard,2016,1.4,28400,20000
MKX,Dammam,Lincoln,Automatic,Other,Full,2016,3.7,99000,99000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,18000,128000
Corolla,Riyadh,Toyota,Automatic,Other,Full,2015,2.0,80000,39000
Mustang,Makkah,Ford,Manual,Other,Full,2015,5.0,111000,92999
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,273392,100000
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,127000
C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,86000,105000
XJ,Dammam,Jaguar,Automatic,Saudi,Full,2014,3.0,112000,95000
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,10239,66500
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,72000,37500
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.8,251000,65000
Land Cruiser,Riyadh,Toyota,Manual,Saudi,Standard,2003,4.6,300,40000
Sunny,Dammam,Nissan,Automatic,Saudi,Full,2020,1.5,1300,43000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,93000,29500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.6,125188,171500
G,Riyadh,Mercedes,Automatic,Other,Full,2019,4.0,39000,800000
Tucson,Al-Medina,Hyundai,Automatic,Saudi,Full,2016,2.4,97000,63000
H1,Al-Medina,Hyundai,Automatic,Saudi,Full,2014,2.4,185,39000
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,2.0,91000,77000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,257000,150000
Charger,Qassim,Dodge,Automatic,Saudi,Semi Full,2019,3.6,76000,102000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,204000,27500
500,Riyadh,Fiat,Automatic,Saudi,Full,2020,1.4,11500,85000
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2018,5.3,127000,155000
A5,Riyadh,Audi,Automatic,Saudi,Full,2016,2.0,108000,80000
Cressida,Aseer,Toyota,Manual,Saudi,Semi Full,1996,2.4,8000,13000
300,Dammam,Chrysler,Automatic,Saudi,Full,2007,5.7,240000,17000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.5,77556,41500
Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2013,5.7,226,45000
Armada,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.8,129500,40000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44590,89500
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2015,3.5,249000,76000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,97700,30000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,35547,41500
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.3,201421,57500
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,115300,35000
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2005,2.8,533000,25000
Corolla,Dammam,Toyota,Manual,Saudi,Standard,2015,1.6,128333,33000
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2019,3.0,14000,220000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93315,35500
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.2,96000,126000
RX,Jeddah,Lexus,Automatic,Saudi,Standard,2015,3.5,70000,95000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,5.3,33000,163000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,98000,72000
C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,20000,180000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,115000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,79000,30000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,25000,110000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,363000,63000
Flex,Qassim,Ford,Automatic,Saudi,Standard,2014,3.5,128500,49000
Taurus,Khobar,Ford,Automatic,Saudi,Standard,2017,3.5,125000,62000
E,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,64000,120000
The 6,Riyadh,BMW,Automatic,Saudi,Semi Full,2016,3.0,39000,190000
Silverado,Dammam,Chevrolet,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,75000
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,19000,59000
Camry,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.5,310000,30000
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,266000,56000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,70375,80500
Avalon,Dammam,Toyota,Automatic,Other,Semi Full,2015,3.5,80000,86000
Charger,Riyadh,Dodge,Automatic,Other,Full,2016,5.7,142000,89000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,4.5,20000,265000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,362000,58000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,61374,46500
Furniture,Tabouk,Toyota,Automatic,Saudi,Standard,2021,2.7,980,120000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,3.0,77000,77000
H3,Al-Ahsa,Hummer,Automatic,Saudi,Full,2009,5.2,200000,38000
Land Cruiser,Taef,Toyota,Automatic,Saudi,Semi Full,2007,1.0,400000,30000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2016,1.0,75000,62000
Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2007,5.4,300,18000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,89000,45000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.4,41600,28000
Accord,Al-Medina,Honda,Automatic,Saudi,Semi Full,2013,2.4,363000,42500
Caprice,Dammam,Chevrolet,Automatic,Saudi,Standard,2013,6.0,106000,79000
F150,Qassim,Ford,Automatic,Gulf Arabic,Standard,2019,5.0,22000,110000
Beetle,Makkah,Volkswagen,Automatic,Saudi,Full,2015,6.0,130000,55000
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,104000,112000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,112000,110000
Jetta,Riyadh,Volkswagen,Automatic,Saudi,Full,2017,2.5,82000,54000
Prado,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,186000,55000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.2,55769,90000
Camry,Jazan,Toyota,Automatic,Saudi,Standard,2013,2.5,376580,28000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.6,211000,115000
Charger,Jeddah,Dodge,Automatic,Saudi,Standard,2012,3.6,300,38000
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016,3.0,130000,160000
The 3,Dammam,BMW,Automatic,Saudi,Full,2018,2.0,96000,90000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,105000,80000
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59000,188000
Acadia,Khobar,GMC,Automatic,Saudi,Full,2014,3.6,250000,50000
Edge,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017,3.5,82000,80000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,3.6,178000,67000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013,4.0,248500,58000
Avanza,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,1.5,57000,46000
500,Riyadh,Fiat,Automatic,Saudi,Full,2016,1.5,155000,45000
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,3.5,53000,118000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,123000
Durango,Jeddah,Dodge,Automatic,Saudi,Standard,2016,3.6,61000,72000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,1991,2.4,9999,16000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,40000
Marquis,Riyadh,Ford,Automatic,Other,Full,2010,4.6,200000,18000
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,91000,70000
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,152000,124000
LX,Dammam,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,68000,342000
Ciocca,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,85000
Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2009,5.3,200000,40000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,325000,126000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,14000,420000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,62000,195000
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,70000,53000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,61000,34000
Silverado,Aseer,Chevrolet,Automatic,Saudi,Full,2016,5.3,96000,95000
Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2019,3.5,91000,74000
Cadenza,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,88000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,4.6,275000,125000
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,83000,50000
Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2019,4.6,134000,170000
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2012,3.5,277000,30000
Traverse,Riyadh,Chevrolet,Automatic,Other,Standard,2011,3.6,320000,23000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,36500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,5.7,170000,150000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,42000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2012,5.7,311000,115000
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,47000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2015,4.7,345417,135000
Furniture,Aseer,Toyota,Manual,Saudi,Full,2010,2.7,450000,38000
5008,Riyadh,Peugeot,Automatic,Saudi,Standard,2012,1.6,12000,27000
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,3.5,100000,87000
Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017,3.5,56000,78000
Hilux,Aseer,Toyota,Manual,Saudi,Semi Full,2018,2.7,20000,115000
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2020,4.0,8000,174000
Land Cruiser Pickup,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,232,65000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,31000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,68000,35000
Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2018,8.0,97000,83000
Carnival,Dammam,Kia,Automatic,Other,Semi Full,2016,3.3,85000,64000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2010,4.0,317000,43000
Grand Marquis,Jeddah,Mercury,Automatic,Other,Full,2008,4.0,362000,19000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2011,2.0,115,65000
Caprice,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2007,6.0,300,15000
3,Jeddah,Mazda,Automatic,Saudi,Standard,2018,1.6,105000,38000
X7,Riyadh,Geely,Automatic,Saudi,Full,2017,2.4,65000,45000
300,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2016,3.5,18000,86000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,205000,60000
E,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,3.0,86000,245000
CRV,Dammam,Honda,Automatic,Saudi,Semi Full,2014,2.4,215000,50000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.6,28000,44000
C,Jeddah,Mercedes,Automatic,Other,Full,2018,2.0,70000,177000
Symbol,Riyadh,Renault,Automatic,Saudi,Standard,2020,1.6,46505,26000
Pathfinder,Hail,Nissan,Automatic,Saudi,Semi Full,2010,3.5,400000,22500
Corolla,Dammam,Toyota,Manual,Saudi,Standard,2016,1.6,83000,38500
Carnival,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.3,200,106000
Royal,Riyadh,Genesis,Automatic,Saudi,Full,2015,3.8,194000,85000
CX9,Riyadh,Mazda,Automatic,Saudi,Semi Full,2014,3.7,289903,51500
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,175000,108000
Attrage,Al-Medina,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,68000,26500
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,5.7,143203,156500
Elantra,Jubail,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,65000
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,60700,33000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2021,4.0,7456,146500
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,4.0,205000,61000
Mustang,Dammam,Ford,Automatic,Other,Full,2016,5.0,92000,129000
Hiace,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,47000
Yukon,Al-Ahsa,GMC,Automatic,Saudi,Standard,2009,5.3,523000,45000
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2018,1.6,57000,39500
Taurus,Al-Baha,Ford,Automatic,Unknown,Standard,2018,3.5,88000,78000
Hilux,Abha,Toyota,Manual,Saudi,Semi Full,1999,2.7,375,19000
Optra,Dammam,Chevrolet,Manual,Saudi,Semi Full,2009,2.0,290000,7500
Accord,Jeddah,Honda,Automatic,Gulf Arabic,Full,2005,1.4,250000,17000
Corolla,Jeddah,Toyota,Automatic,Saudi,Semi Full,2011,1.4,283971,25000
S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2015,3.0,96500,220000
Pajero,Aseer,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,132000,63000
S,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,53000,290000
Escalade,Riyadh,Cadillac,Automatic,Saudi,Full,2019,6.2,58678,261500
LX,Aseer,Lexus,Automatic,Saudi,Full,2015,5.7,248,200000
Senta fe,Hafar Al-Batin,Hyundai,Automatic,Saudi,Full,2015,3.3,337946,45000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,105000
Cruze,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,1.8,154000,25000
Armada,Jeddah,Nissan,Automatic,Saudi,Full,2006,5.6,266000,25000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,142000,245000
A8,Dammam,Audi,Automatic,Saudi,Full,2019,3.0,41000,325000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,122000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,41000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,30000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,132000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,47000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,29500
Yukon,Jazan,GMC,Automatic,Saudi,Semi Full,2011,5.3,307216,30000
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,117719,29500
Civic,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,45000
Malibu,Makkah,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,22000
Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2013,2.7,182000,68500
Patrol,Dammam,Nissan,Manual,Saudi,Standard,1992,4.6,357000,27000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,55000
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,110000,75000
CX9,Dammam,Mazda,Automatic,Saudi,Full,2016,2.5,91000,75000
Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,128000
Datsun,Al-Ahsa,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,32000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,42000
Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,69000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,203429,29000
Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,55000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,29000
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,35000
Cerato,Jeddah,Kia,Automatic,Saudi,Full,2017,1.6,77500,42000
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,56000,203000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,114000
ES,Riyadh,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,116000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,103000
Traverse,Dammam,Chevrolet,Automatic,Other,Full,2016,3.5,154000,85000
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2016,1.6,74000,36000
S300,Dammam,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,74000
ES,Dammam,Lexus,Automatic,Other,Full,2016,3.5,87000,119000
Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2004,4.0,400000,9000
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,172632,63000
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,65000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2014,2.4,59000,72000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,4.0,243000,95000
Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2013,2.5,160000,35000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,86782,46000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2019,3.5,80000,355000
Altima,Riyadh,Nissan,Automatic,Saudi,Full,2017,2.5,135988,49500
FJ,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.9,115,110000
Traverse,Besha,Chevrolet,Automatic,Other,Standard,2011,3.6,100000,20000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.5,100,72910
LX,Jeddah,Lexus,Automatic,Saudi,Full,2018,5.7,90000,350000
HRV,Riyadh,Honda,Automatic,Saudi,Standard,2021,1.8,6018,62000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2012,3.5,237000,25000
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,109000
Kona,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,30271,70000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,3.5,128000,52000
Other,Riyadh,Ford,Manual,Saudi,Standard,1963,1.0,300,22000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,62000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,80897,350000
Cerato,Riyadh,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,34000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,55893,40500
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,37500
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,77000
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,121000,109000
Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2015,1.6,312000,32000
Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,152000,45000
Yukon,Al-Medina,GMC,Automatic,Saudi,Semi Full,2016,5.5,145000,100000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,32000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,27500
Camaro,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,118000,113000
Sylvian Bus,Riyadh,Nissan,Manual,Saudi,Standard,2002,2.5,37000,42000
CLA,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2017,2.0,80273,126500
Grand Cherokee,Riyadh,Jeep,Automatic,Other,Full,2012,8.0,210000,47000
SEL,Riyadh,Mercedes,Automatic,Other,Full,1989,3.0,186000,55000
