Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.0,113000,False,105000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2014,2.5,220,False,46000
6,Riyadh,MG,Automatic,Gulf Arabic,Full,2014,1.8,79000,False,23000
Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.4,101000,False,21000
Caprice,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2013,6.0,270000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,5.3,350000,False,55000
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,129000,False,74000
Bus Urvan,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,106000,False,65000
Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,False,65000
Durango,Al-Namas,Dodge,Automatic,Saudi,Semi Full,2014,3.6,244000,False,52000
Sonata,Al-Medina,Hyundai,Automatic,Saudi,Full,2018,2.4,97000,False,65000
Malibu,Khobar,Chevrolet,Automatic,Saudi,Full,2015,2.4,175500,False,32000
Cressida,Riyadh,Toyota,Manual,Saudi,Standard,1991,1.4,520000,True,0
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.0,74000,False,60000
Carnival,Riyadh,Kia,Automatic,Other,Standard,2014,6.0,259066,False,40000
Land Cruiser,Tabouk,Toyota,Manual,Saudi,Full,1997,4.5,708000,False,25000
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,75335,False,78000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,123291,False,29500
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,860000,False,77000
Pajero,Jubail,Mitsubishi,Automatic,Saudi,Semi Full,2011,6.0,140000,False,38000
Rio,Al-Ahsa,Kia,Automatic,Other,Standard,2014,1.4,196,False,18000
Elantra,Makkah,Hyundai,Automatic,Saudi,Standard,2012,1.8,222000,False,17500
Tahoe,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,500000,True,0
Yukon,Al-Baha,GMC,Automatic,Saudi,Standard,2013,3.5,157000,False,72000
Sonata,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,130,False,40000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,99104,False,26800
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2019,2.7,55000,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,1.4,13400,False,65000
Odyssey,Dammam,Honda,Automatic,Other,Standard,2009,3.5,200000,False,38000
Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,243000,False,50000
Furniture,Hail,Toyota,Manual,Saudi,Standard,2015,2.7,200000,True,0
Durango,Tabouk,Dodge,Automatic,Other,Full,2013,5.7,275000,False,40000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2005,4.0,24200,True,0
Accord,Dammam,Honda,Automatic,Saudi,Full,2009,2.4,159000,False,36000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,28000,False,54000
Datsun,Riyadh,Nissan,Manual,Other,Full,2014,2.0,240000,False,30000
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2003,5.3,500000,True,0
The 7,Jeddah,BMW,Automatic,Saudi,Semi Full,2012,2.0,197000,False,50000
Durango,Jubail,Dodge,Automatic,Saudi,Standard,2014,3.6,238,True,0
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,142000,False,53000
CS75,Jeddah,Changan,Automatic,Saudi,Standard,2021,1.6,8000,False,62000
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,False,46000
Delta,Najran,Daihatsu,Automatic,Gulf Arabic,Full,1990,3.7,15800,False,50000
LS,Riyadh,Lexus,Manual,Saudi,Full,2006,1.0,350,True,0
Genesis,Riyadh,Hyundai,Automatic,Other,Standard,2017,3.8,128000,False,83000
Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,2011,4.5,301515,False,26000
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2016,2.5,130000,True,0
H2,Khobar,HAVAL,Automatic,Saudi,Full,2021,1.5,6000,False,57900
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,False,22500
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,False,39500
X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,119000,False,51000
Azera,Jeddah,Hyundai,Automatic,Saudi,Standard,2021,3.5,10000,False,1800
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,2.4,268000,False,58000
Marquis,Najran,Ford,Automatic,Other,Full,2008,4.6,500,True,0
Patrol,Hail,Nissan,Manual,Other,Standard,2015,4.0,335000,True,0
Escalade,Qassim,Cadillac,Automatic,Other,Semi Full,2007,6.2,476000,False,18000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,False,81500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2012,1.0,448000,False,109000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.4,100,False,72910
H9,Riyadh,HAVAL,Automatic,Saudi,Full,2021,2.0,600,True,0
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,False,44000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,129356,False,140000
RC,Dammam,Lexus,Automatic,Other,Full,2019,3.6,42000,False,215000
X-Trail,Dammam,Nissan,Automatic,Saudi,Standard,2017,2.5,57000,True,0
6,Dammam,Mazda,Automatic,Saudi,Standard,2006,1.6,288000,False,11000
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,4200,False,599000
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2010,5.4,230,False,35000
Doblo,Riyadh,Fiat,Manual,Saudi,Standard,2016,1.4,28400,False,20000
MKX,Dammam,Lincoln,Automatic,Other,Full,2016,3.7,99000,False,99000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,18000,False,128000
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,3.5,300,True,0
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,9500,True,0
Corolla,Riyadh,Toyota,Automatic,Other,Full,2015,2.0,80000,False,39000
Mustang,Makkah,Ford,Manual,Other,Full,2015,5.0,111000,False,92999
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,273392,False,100000
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,False,127000
A4,Dammam,Audi,Automatic,Gulf Arabic,Full,2014,2.0,324000,True,0
FJ,Najran,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,337243,True,0
C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,86000,False,105000
CS75,Dammam,Changan,Automatic,Saudi,Full,2020,1.8,62000,True,0
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,210,True,0
XJ,Dammam,Jaguar,Automatic,Saudi,Full,2014,3.0,112000,False,95000
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,10239,False,66500
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,72000,False,37500
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.8,251000,False,65000
GS,Abha,Geely,Automatic,Saudi,Full,2016,2.4,163000,True,0
Land Cruiser,Riyadh,Toyota,Manual,Saudi,Standard,2003,4.6,300,False,40000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,274634,True,0
Hilux,Jubail,Toyota,Manual,Saudi,Semi Full,2020,2.7,17800,True,0
Explorer,Jazan,Ford,Automatic,Other,Full,2006,3.5,280,True,0
Sunny,Dammam,Nissan,Automatic,Saudi,Full,2020,1.5,1300,False,43000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,93000,False,29500
Victoria,Aseer,Ford,Automatic,Other,Semi Full,1999,4.6,391047,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,182600,True,0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2016,4.6,167643,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.6,125188,False,171500
G,Riyadh,Mercedes,Automatic,Other,Full,2019,4.0,39000,False,800000
Tucson,Al-Medina,Hyundai,Automatic,Saudi,Full,2016,2.4,97000,False,63000
Patrol,Riyadh,Nissan,Manual,Saudi,Semi Full,1997,4.0,85000,True,0
Corolla,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2008,1.6,262817,True,0
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2012,5.4,176,True,0
H1,Al-Medina,Hyundai,Automatic,Saudi,Full,2014,2.4,185,False,39000
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,2.0,91000,False,77000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,257000,False,150000
Charger,Qassim,Dodge,Automatic,Saudi,Semi Full,2019,3.6,76000,False,102000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,204000,False,27500
500,Riyadh,Fiat,Automatic,Saudi,Full,2020,1.4,11500,False,85000
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2018,5.3,127000,False,155000
A5,Riyadh,Audi,Automatic,Saudi,Full,2016,2.0,108000,False,80000
Cressida,Aseer,Toyota,Manual,Saudi,Semi Full,1996,2.4,8000,False,13000
300,Dammam,Chrysler,Automatic,Saudi,Full,2007,5.7,240000,False,17000
D-MAX,Qassim,Isuzu,Manual,Saudi,Standard,2017,2.5,171461,True,0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.5,77556,False,41500
Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2013,5.7,226,False,45000
Senta fe,Dammam,Hyundai,Automatic,Saudi,Full,2016,3.3,295000,True,0
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2013,2.7,300000,True,0
Armada,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.8,129500,False,40000
Caprice,Riyadh,Chevrolet,Automatic,Other,Full,1995,5.5,252,False,4500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44590,False,89500
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2015,3.5,249000,False,76000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,97700,False,30000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,35547,False,41500
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,20000,True,0
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.3,201421,False,57500
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,130000,True,0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,115300,False,35000
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2005,2.8,533000,False,25000
Corolla,Dammam,Toyota,Manual,Saudi,Standard,2015,1.6,128333,False,33000
Furniture,Al-Medina,Toyota,Automatic,Saudi,Standard,2009,1.6,400,True,0
H3,Riyadh,Hummer,Automatic,Saudi,Full,2007,3.5,411000,True,0
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2019,3.0,14000,False,220000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93315,False,35500
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.2,96000,False,126000
RX,Jeddah,Lexus,Automatic,Saudi,Standard,2015,3.5,70000,False,95000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,5.3,33000,False,163000
G80,Riyadh,Genesis,Automatic,Saudi,Full,2018,5.0,91000,True,0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,98000,False,72000
C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,20000,False,180000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,False,115000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,79000,False,30000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,25000,False,110000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,363000,False,63000
Flex,Qassim,Ford,Automatic,Saudi,Standard,2014,3.5,128500,False,49000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,284,True,0
Elantra,Besha,Hyundai,Automatic,Other,Full,2016,2.0,309000,True,0
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,52000,True,0
Taurus,Khobar,Ford,Automatic,Saudi,Standard,2017,3.5,125000,False,62000
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2017,4.6,130000,True,0
Avalon,Riyadh,Toyota,Automatic,Other,Full,2008,3.5,169000,True,0
SL,Riyadh,Mercedes,Automatic,Other,Standard,1997,1.0,400000,True,0
Marquis,Riyadh,Ford,Automatic,Other,Full,2006,1.0,25000,True,0
S,Jeddah,Mercedes,Automatic,Saudi,Standard,2015,5.0,39000,True,0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,5.4,345000,True,0
E,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,64000,False,120000
The 6,Riyadh,BMW,Automatic,Saudi,Semi Full,2016,3.0,39000,False,190000
Silverado,Dammam,Chevrolet,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,False,75000
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,19000,False,59000
Camry,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.5,310000,False,30000
Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2011,1.6,317135,True,0
Yukon,Al-Medina,GMC,Automatic,Saudi,Standard,2016,4.0,75000,True,0
Land Cruiser Pickup,Al-Baha,Toyota,Manual,Other,Standard,1980,4.0,44000,True,0
RX,Jeddah,Lexus,Automatic,Saudi,Full,2003,3.5,270,True,0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,266000,False,56000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,70375,False,80500
Avalon,Dammam,Toyota,Automatic,Other,Semi Full,2015,3.5,80000,False,86000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,195,True,0
Charger,Riyadh,Dodge,Automatic,Other,Full,2016,5.7,142000,False,89000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,4.5,20000,False,265000
Pathfinder,Riyadh,Nissan,Manual,Saudi,Full,2005,3.5,317000,True,0
D-MAX,Aseer,Isuzu,Manual,Saudi,Semi Full,2014,3.0,177,True,0
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,362000,False,58000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,61374,False,46500
Furniture,Tabouk,Toyota,Automatic,Saudi,Standard,2021,2.7,980,False,120000
Cayenne,Dammam,Porsche,Automatic,Gulf Arabic,Full,2009,4.8,3000000,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,27000,True,0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,3.0,77000,False,77000
H3,Al-Ahsa,Hummer,Automatic,Saudi,Full,2009,5.2,200000,False,38000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.4,88089,True,0
Suburban,Riyadh,GMC,Automatic,Saudi,Semi Full,2005,8.0,4010000,True,0
Land Cruiser,Taef,Toyota,Automatic,Saudi,Semi Full,2007,1.0,400000,False,30000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2016,1.0,75000,False,62000
Optima,Tabouk,Kia,Automatic,Saudi,Semi Full,2018,2.4,187000,True,0
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,47002,True,0
Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2007,5.4,300,False,18000
Patrol,Makkah,Nissan,Manual,Saudi,Standard,2000,4.0,350000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,139000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,5.7,64731,True,0
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2016,2.2,169000,True,0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,89000,False,45000
E,Riyadh,Mercedes,Automatic,Other,Full,2016,3.5,120000,True,0
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.0,35900,True,0
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.4,41600,False,28000
Accord,Al-Medina,Honda,Automatic,Saudi,Semi Full,2013,2.4,363000,False,42500
Caprice,Dammam,Chevrolet,Automatic,Saudi,Standard,2013,6.0,106000,False,79000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2011,1.0,400,True,0
F150,Qassim,Ford,Automatic,Gulf Arabic,Standard,2019,5.0,22000,False,110000
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2014,2.4,30000,True,0
Beetle,Makkah,Volkswagen,Automatic,Saudi,Full,2015,6.0,130000,False,55000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,233000,True,0
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,104000,False,112000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,112000,False,110000
Jetta,Riyadh,Volkswagen,Automatic,Saudi,Full,2017,2.5,82000,False,54000
Prado,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,186000,False,55000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.2,55769,False,90000
Cadenza,Dammam,Kia,Automatic,Saudi,Semi Full,2019,3.0,128000,True,0
Camry,Jazan,Toyota,Automatic,Saudi,Standard,2013,2.5,376580,False,28000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.6,211000,False,115000
Charger,Jeddah,Dodge,Automatic,Saudi,Standard,2012,3.6,300,False,38000
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016,3.0,130000,False,160000
Pathfinder,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2014,4.0,208000,True,0
The 3,Dammam,BMW,Automatic,Saudi,Full,2018,2.0,96000,False,90000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,105000,False,80000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.0,94000,True,0
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59000,False,188000
Acadia,Khobar,GMC,Automatic,Saudi,Full,2014,3.6,250000,False,50000
Yukon,Taef,GMC,Automatic,Other,Full,2002,5.7,198,True,0
Edge,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017,3.5,82000,False,80000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,3.6,178000,False,67000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013,4.0,248500,False,58000
Furniture,Jazan,Toyota,Automatic,Saudi,Full,2015,4.0,250000,True,0
Avanza,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,1.5,57000,False,46000
500,Riyadh,Fiat,Automatic,Saudi,Full,2016,1.5,155000,False,45000
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,3.5,53000,False,118000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,False,123000
Durango,Jeddah,Dodge,Automatic,Saudi,Standard,2016,3.6,61000,False,72000
ES,Makkah,Lexus,Automatic,Saudi,Standard,2020,2.5,10000,True,0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,1991,2.4,9999,False,16000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,106240,True,0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,False,40000
Marquis,Riyadh,Ford,Automatic,Other,Full,2010,4.6,200000,False,18000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2019,4.0,77000,True,0
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,91000,False,70000
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,152000,False,124000
LX,Dammam,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,68000,False,342000
Ciocca,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,False,85000
Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2009,5.3,200000,False,40000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,325000,False,126000
Rio,Qassim,Kia,Automatic,Saudi,Semi Full,2015,1.4,220000,True,0
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2019,1.6,68200,True,0
Land Cruiser,Tabouk,Toyota,Automatic,Saudi,Full,2003,4.5,294000,True,0
LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,14000,False,420000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,62000,False,195000
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,70000,False,53000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,61000,False,34000
Silverado,Aseer,Chevrolet,Automatic,Saudi,Full,2016,5.3,96000,False,95000
Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2019,3.5,91000,False,74000
Sonata,Abha,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,25000,True,0
Cadenza,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,False,88000
6,Riyadh,Mazda,Automatic,Saudi,Standard,2017,2.5,77900,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,4.6,275000,False,125000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2015,2.7,338,True,0
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,83000,False,50000
K5,Jubail,Kia,Automatic,Saudi,Standard,2021,2.0,61804,False,1630
Flex,Riyadh,Ford,Automatic,Saudi,Full,2015,6.0,127000,True,0
Innova,Qassim,Toyota,Automatic,Saudi,Semi Full,2015,2.7,270000,True,0
Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2019,4.6,134000,False,170000
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2012,3.5,277000,False,30000
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2014,1.5,230000,True,0
Traverse,Riyadh,Chevrolet,Automatic,Other,Standard,2011,3.6,320000,False,23000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,False,36500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,5.7,170000,False,150000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,False,42000
Sonata,Aseer,Hyundai,Automatic,Saudi,Standard,2018,2.4,200000,False,1342
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2012,5.7,311000,False,115000
The 7,Riyadh,BMW,Automatic,Saudi,Full,2014,2.0,113000,True,0
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,False,47000
Corolla,Jazan,Toyota,Automatic,Saudi,Standard,2010,2.0,25000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2015,4.7,345417,False,135000
Furniture,Aseer,Toyota,Manual,Saudi,Full,2010,2.7,450000,False,38000
5008,Riyadh,Peugeot,Automatic,Saudi,Standard,2012,1.6,12000,False,27000
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,3.5,100000,False,87000
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2011,4.6,360000,True,0
Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017,3.5,56000,False,78000
Hilux,Aseer,Toyota,Manual,Saudi,Semi Full,2018,2.7,20000,False,115000
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2020,4.0,8000,False,174000
Camry,Khobar,Toyota,Automatic,Other,Semi Full,2000,2.5,300000,True,0
Land Cruiser Pickup,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,232,False,65000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,False,31000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,68000,False,35000
Sentra,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.6,98496,True,0
Wrangler,Riyadh,Jeep,Automatic,Saudi,Standard,2014,3.6,77000,True,0
Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2018,8.0,97000,False,83000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2015,5.2,131000,True,0
Carnival,Dammam,Kia,Automatic,Other,Semi Full,2016,3.3,85000,False,64000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2010,4.0,317000,False,43000
Cherokee,Taef,Jeep,Automatic,Saudi,Full,2015,2.4,180000,False,2122
Grand Marquis,Jeddah,Mercury,Automatic,Other,Full,2008,4.0,362000,False,19000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2008,2.6,3150000,False,20000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2011,2.0,115,False,65000
Other,Dammam,Suzuki,Manual,Saudi,Standard,2007,1.0,89000,True,0
Caprice,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2007,6.0,300,False,15000
Colorado,Hail,Chevrolet,Automatic,Gulf Arabic,Full,2013,3.6,300000,True,0
3,Jeddah,Mazda,Automatic,Saudi,Standard,2018,1.6,105000,False,38000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.0,112,True,0
X7,Riyadh,Geely,Automatic,Saudi,Full,2017,2.4,65000,False,45000
300,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2016,3.5,18000,False,86000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,205000,False,60000
Ciocca,Hail,Toyota,Automatic,Saudi,Semi Full,2012,8.0,28000,True,0
E,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,3.0,86000,False,245000
CRV,Dammam,Honda,Automatic,Saudi,Semi Full,2014,2.4,215000,False,50000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.6,28000,False,44000
C,Jeddah,Mercedes,Automatic,Other,Full,2018,2.0,70000,False,177000
Symbol,Riyadh,Renault,Automatic,Saudi,Standard,2020,1.6,46505,False,26000
Pathfinder,Hail,Nissan,Automatic,Saudi,Semi Full,2010,3.5,400000,False,22500
Corolla,Dammam,Toyota,Manual,Saudi,Standard,2016,1.6,83000,False,38500
Carnival,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.3,200,False,106000
Royal,Riyadh,Genesis,Automatic,Saudi,Full,2015,3.8,194000,False,85000
CX9,Riyadh,Mazda,Automatic,Saudi,Semi Full,2014,3.7,289903,False,51500
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,175000,False,108000
Attrage,Al-Medina,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,68000,False,26500
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,5.7,143203,False,156500
Elantra,Jubail,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,False,65000
Datsun,Riyadh,Nissan,Manual,Saudi,Semi Full,2015,2.4,300,True,0
